place, horse_no, horse_name, horse_id, jockey, trainer, actual_weight, declared_weight, draw, length_behind_winner, finish_time, win_odds, running_position_1, running_position_2, running_position_3, running_position_4, running_position_5, running_position_6

1,3,FASTER FASTER,G010,C Soumillon,D E Ferraris,129,1245,6,-,1.10.60,6.6,11,NA,NA,NA,NA,NA
2,4,NAMJONG SKY,H129,B Prebble,D J Hall,126,1144,7,3/4,1.10.70,5.7,7,NA,NA,NA,NA,NA
3 DH,2,PALIO KING,G073,G Mosse,A Lee,132,1115,4,1-1/4,1.10.80,5.3,9,NA,NA,NA,NA,NA
3 DH,11,MUTUAL GAIN,E275,M W Leung,T W Leung,112,1074,5,1-1/4,1.10.80,9.7,6,NA,NA,NA,NA,NA
5,12,AMBITION,CC07,W M Lai,K W Lui,113,1072,3,3,1.11.10,13,8,NA,NA,NA,NA,NA
6,8,MASTER YING,CB24,E Saint-Martin,T K Ng,120,1171,8,3-3/4,1.11.20,6.6,NA,NA,NA,NA,NA,NA
7,9,UNIVERSAL PIONEER,CB29,C K Tong,C S Shum,114,1154,10,5,1.11.40,11,4,NA,NA,NA,NA,NA
8,5,STEP FORWARD,CB16,K T Yeung,A Schutz,116,1120,9,5-1/2,1.11.50,63,12,NA,NA,NA,NA,NA
9,7,SIMPLY THE BEST,E014,P H Lo,D Cruz,115,1138,12,6-1/2,1.11.60,55,9,NA,NA,NA,NA,NA
10,10,LUCKY MAN,G061,Z Purton,T K Ng,118,1163,2,12-1/4,1.12.50,34,NA,NA,NA,NA,NA,NA
11,1,DIAGHILEV,H241,K L Chui,A Schutz,127,1083,1,12-1/4,1.12.60,7.4,5,NA,NA,NA,NA,NA
12,6,MAJIN BUU,CC33,D Whyte,Y S Tsui,122,1088,11,14,1.12.80,11,NA,NA,NA,NA,NA,NA
1,1,ACCELERATOR,G179,C Soumillon,S Woods,133,933,7,-,1.36.40,3.7,9,NA,NA,NA,NA,NA
2,11,WAVY PEAK,CD08,G Boss,P F Yiu,118,1115,2,SH,1.36.40,3.5,NA,NA,NA,NA,NA,NA
3,5,DONGGUAN VICTORY,CB38,S K Sit,Y S Tsui,124,1063,6,2-3/4,1.36.90,25,NA,NA,NA,NA,NA,NA
4,7,RISING WIN,CC08,M W Leung,T W Leung,118,1094,8,2-3/4,1.36.90,12,11,NA,NA,NA,NA,NA
5,2,PILLOW KING,E291,O Doleuze,A Schutz,130,1072,12,3-3/4,1.37.00,33,NA,NA,NA,NA,NA,NA
6,4,FANTASTIC WIN,CB18,P H Lo,Y S Tsui,120,1052,9,4-1/2,1.37.10,35,NA,NA,NA,NA,NA,NA
7,8,STAR PRODIGY,CD29,C K Tong,C Fownes,118,1112,5,4-3/4,1.37.20,6.5,2,NA,NA,NA,NA,NA
8,12,SPEED OF LIGHT,CC33,F Coetzee,B K Ng,117,1129,4,5-1/4,1.37.20,9,6,NA,NA,NA,NA,NA
9,9,DANZIGMOUNTAIN,G139,E Saint-Martin,C S Shum,120,1019,10,7-1/4,1.37.60,45,13,NA,NA,NA,NA,NA
10,6,VITALITY CHAMP,CD30,D Whyte,T K Ng,126,1155,3,7-1/2,1.37.60,7.9,4,NA,NA,NA,NA,NA
11,10,MULLAAD,G259,M Nunes,D Cruz,118,1104,11,7-3/4,1.37.60,27,10,NA,NA,NA,NA,NA
12,13,FABULOUS TREASURE,G069,K L Chui,A Schutz,108,1104,13,9-1/4,1.37.90,33,NA,NA,NA,NA,NA,NA
13,3,TOP SPEED,H019,W M Lai,K W Lui,128,1051,1,14-1/4,1.38.70,85,8,NA,NA,NA,NA,NA
1,4,LIVERBIRD,E055,E Saint-Martin,C S Shum,129,1133,6,-,1.35.00,8.4,12,NA,NA,NA,NA,NA
2,6,KING OF FISH,CB10,D Beadman,K L Man,127,1140,13,2-1/2,1.35.40,10,7,NA,NA,NA,NA,NA
3,9,KEY WINNER,G157,O Doleuze,A Schutz,121,1039,7,4-1/4,1.35.70,13,NA,NA,NA,NA,NA,NA
4,14,ABLE STANDARD,G043,M Nunes,K W Lui,114,1064,12,4-1/2,1.35.70,15,5,NA,NA,NA,NA,NA
5,3,CHAMPION PIONEER,G305,G Mosse,A Lee,130,1061,11,5-3/4,1.35.90,5.4,8,NA,NA,NA,NA,NA
6,8,EXPEDITIOUS,E136,K T Yeung,B K Ng,114,1108,1,7-1/2,1.36.20,8.2,4,NA,NA,NA,NA,NA
7,10,KINGSTON TEMPLE,H234,W M Lai,T K Ng,118,1120,2,8,1.36.30,86,10,NA,NA,NA,NA,NA
8,12,ALWAYS ZIETEN,CB09,H W Lai,L Ho,113,1131,4,8-1/4,1.36.30,79,NA,NA,NA,NA,NA,NA
9,13,NIGHT HUNTER III,H102,Z Purton,T W Leung,118,1188,3,10-1/4,1.36.60,6.8,9,NA,NA,NA,NA,NA
10,5,EASY GAME,CC34,S Dye,P O'Sullivan,128,1099,10,10-1/2,1.36.70,25,13,NA,NA,NA,NA,NA
11,2,WONDERFUL BLESSING,E198,K L Chui,D J Hall,127,1150,8,11-1/2,1.36.80,4,3,NA,NA,NA,NA,NA
12,11,PICTURE PERFECT,CD29,M W Leung,Y S Tsui,114,1141,9,16-3/4,1.37.70,13,1,NA,NA,NA,NA,NA
13,7,MIRACULOUS,E115,C K Tong,D Cruz,122,1239,5,17,1.37.70,39,NA,NA,NA,NA,NA,NA
WV,1,UNIQUE JEWELLERY,H196,D Whyte,J Size,132,1090,---,---,---,---,NA,NA,NA,NA,NA,NA
1,1,MY HOME TOWN,H331,D Whyte,J Size,129,1103,8,-,1.10.10,2.2,4,NA,NA,NA,NA,NA
2,14,OPTIC KING,E139,H W Lai,B K Ng,110,1084,3,1-1/2,1.10.40,17,2,NA,NA,NA,NA,NA
3,2,NEW TRIUMPH,G105,S K Sit,Y S Tsui,127,1135,11,2-1/2,1.10.50,67,NA,NA,NA,NA,NA,NA
4,4,BOUNCER,J074,S Dye,C Fownes,123,1161,2,2-1/2,1.10.50,18,11,NA,NA,NA,NA,NA
5,10,MINGS' HERO,J011,G Boss,C H Yip,121,1087,1,2-1/2,1.10.50,7.5,7,NA,NA,NA,NA,NA
6,11,SUNNY GOLF,H138,D Beadman,J Moore,119,1075,4,2-3/4,1.10.50,3.6,8,NA,NA,NA,NA,NA
7,12,MAGIC KING,H182,C W Wong,A Schutz,112,1031,10,4,1.10.70,65,6,NA,NA,NA,NA,NA
8,5,CHINA LUJIA,J088,B Prebble,P O'Sullivan,123,1088,5,4-1/4,1.10.80,12,9,NA,NA,NA,NA,NA
9,13,TRIUMPHANT GLORY,CB36,W M Lai,T K Ng,112,1087,9,5-1/2,1.11.00,99,NA,NA,NA,NA,NA,NA
10,9,CALIFORNIA HEART,E078,K L Chui,A S Cruz,116,1120,7,5-1/2,1.11.00,43,NA,NA,NA,NA,NA,NA
11,6,LITTLE BIG BOY,J012,F Coetzee,D E Ferraris,123,1138,6,5-3/4,1.11.00,39,11,NA,NA,NA,NA,NA
12,7,WINNING AHEAD,J018,M Nunes,A T Millard,123,1090,12,5-3/4,1.11.10,99,10,NA,NA,NA,NA,NA
13,3,MEDALLION,G322,Z Purton,K W Lui,124,1110,13,9-1/4,1.11.60,12,13,NA,NA,NA,NA,NA
WV,8,TOWKAY FLYER,J036,G Mosse,A Lee,122,1063,---,---,---,---,NA,NA,NA,NA,NA,NA
1,6,GREAT SUPREME,J027,D Whyte,C H Yip,124,1201,5,-,1.22.80,8.2,7,NA,NA,NA,NA,NA
2,4,GALLANT WIN,H028,G Boss,P O'Sullivan,127,1130,4,2-3/4,1.23.20,6.8,NA,NA,NA,NA,NA,NA
3,10,FLYING KENNY,CC24,M W Leung,T W Leung,116,1140,13,2-3/4,1.23.20,13,3,NA,NA,NA,NA,NA
4,2,BRILLIANT TREASURE,H045,F Coetzee,J Size,129,1197,7,3-1/2,1.23.30,13,13,NA,NA,NA,NA,NA
5,3,PALAIS D'OR,H185,G Mosse,A Lee,129,1192,9,3-1/2,1.23.30,6.4,8,NA,NA,NA,NA,NA
6,12,BATURO,H029,H W Lai,Y S Tsui,116,984,11,3-3/4,1.23.40,25,4,NA,NA,NA,NA,NA
7,13,SILLY BOY,CC09,M Nunes,A T Millard,115,1214,14,4-1/4,1.23.50,99,NA,NA,NA,NA,NA,NA
8,5,CHEEKY LAD,G198,O Doleuze,D J Hall,126,1125,8,4-1/2,1.23.50,22,1,NA,NA,NA,NA,NA
9,9,FANTASTIC TIME,H220,Z Purton,B K Ng,122,1020,3,4-3/4,1.23.50,85,8,NA,NA,NA,NA,NA
10,8,WIN MORE,H243,S Dye,C W Chang,124,1118,10,5,1.23.60,59,2,NA,NA,NA,NA,NA
11,1,STEEL NERVES,G320,C Soumillon,A Schutz,132,1080,2,5-3/4,1.23.70,2.8,11,NA,NA,NA,NA,NA
12,11,GREAT HERO,H016,B Prebble,K L Man,120,1111,1,6-1/4,1.23.80,15,6,NA,NA,NA,NA,NA
13,7,HELENE ELITE,J093,K L Chui,A S Cruz,119,1109,6,6-3/4,1.23.80,16,14,NA,NA,NA,NA,NA
14,14,KAISER'S CHOIX,E305,C K Tong,C Fownes,109,1102,12,14-1/2,1.25.10,29,5,NA,NA,NA,NA,NA
1,14,CRUSH ON YOU,H065,K L Chui,D J Hall,108,1095,3,-,1.23.40,20,9,NA,NA,NA,NA,NA
2,9,AMAZING CHOISIR,H189,C Soumillon,C Fownes,123,1056,12,1/2,1.23.40,3.3,13,NA,NA,NA,NA,NA
3,1,MASCOT FORTUNE,H221,B Prebble,K L Man,132,1073,6,1-1/4,1.23.50,4.2,4,NA,NA,NA,NA,NA
4,7,SPEEDY,J037,G Boss,P O'Sullivan,124,1138,1,1-3/4,1.23.60,7.4,2,NA,NA,NA,NA,NA
5,12,BEAUTIFUL CHOICE,H130,M W Leung,Y S Tsui,111,1102,14,2-1/2,1.23.80,14,12,NA,NA,NA,NA,NA
6,6,AMAZING FORTUNE,H235,M Nunes,K W Lui,124,1074,2,2-1/2,1.23.80,4.8,7,NA,NA,NA,NA,NA
7,13,CHINSOLA,CD32,H W Lai,L Ho,113,1001,10,3-1/4,1.23.90,82,6,NA,NA,NA,NA,NA
8,10,KENOBE,H222,O Doleuze,A Schutz,123,1064,5,3-1/2,1.23.90,10,11,NA,NA,NA,NA,NA
9,3,OPERA MAGIC,CB40,C W Wong,C H Yip,121,1169,11,4,1.24.00,86,NA,NA,NA,NA,NA,NA
10,4,MASTER DREAMER,E293,P H Lo,T K Ng,118,1058,8,5,1.24.20,99,5,NA,NA,NA,NA,NA
11,2,SPINMASTER,H188,D Whyte,J Size,129,1097,7,5-3/4,1.24.30,25,9,NA,NA,NA,NA,NA
12,5,THAT'S IT,E223,Z Purton,T W Leung,125,1158,4,6-1/4,1.24.40,60,8,NA,NA,NA,NA,NA
13,8,A MIRROR,H011,F Coetzee,D Cruz,123,1174,13,6-3/4,1.24.40,72,NA,NA,NA,NA,NA,NA
14,11,KEEP SMILING,H200,D Beadman,J Moore,119,1182,9,10-1/4,1.25.00,76,NA,NA,NA,NA,NA,NA
1,2,NEVER LOOK BACK,J043,B Prebble,P O'Sullivan,131,1103,5,-,1.34.70,3.5,2,NA,NA,NA,NA,NA
2,8,NATURAL NINE,G087,S Dye,C Fownes,120,1197,3,HD,1.34.70,52,8,NA,NA,NA,NA,NA
3,9,PRIME SCORE,G280,C K Tong,D J Hall,114,1183,7,N,1.34.70,9.5,3,NA,NA,NA,NA,NA
4,7,HORACE'S CHOICE,H169,C Soumillon,C Fownes,120,1142,4,1/2,1.34.80,5.1,7,NA,NA,NA,NA,NA
5,4,JOY AND FUN,H014,F Coetzee,D Cruz,125,1131,13,1-1/4,1.34.90,4.6,11,NA,NA,NA,NA,NA
6,14,CARRIZO CREEK,E132,D Beadman,J Moore,117,1074,1,2,1.35.00,7.2,6,NA,NA,NA,NA,NA
7,3,IMPERIAL APPLAUSE,G209,E Saint-Martin,P O'Sullivan,127,1043,11,2-1/2,1.35.10,38,13,NA,NA,NA,NA,NA
8,5,GO JOHNNY GO,G290,H W Lai,P F Yiu,120,1060,10,3-1/2,1.35.20,23,4,NA,NA,NA,NA,NA
9,13,CALIFORNIA BISHOP,CD35,K L Chui,A S Cruz,110,1144,9,3-3/4,1.35.30,99,1,NA,NA,NA,NA,NA
10,1,GOODY,CD23,G Boss,D E Ferraris,131,1062,14,3-3/4,1.35.30,45,NA,NA,NA,NA,NA,NA
11,12,STOLEN THUNDER,J003,Z Purton,C W Chang,118,1167,6,4-3/4,1.35.50,11,12,NA,NA,NA,NA,NA
12,6,RICE FIELD,E134,C W Wong,J Moore,118,1101,8,6-1/4,1.35.70,46,9,NA,NA,NA,NA,NA
13,11,CONGRATS,G298,D Whyte,C H Yip,118,1087,12,6-1/2,1.35.70,24,10,NA,NA,NA,NA,NA
14,10,SICHUAN HERO,J044,O Doleuze,P O'Sullivan,120,1104,2,13-1/4,1.36.80,99,5,NA,NA,NA,NA,NA
1,7,CRUSADER OF GOLD,E188,F Coetzee,D E Ferraris,123,1076,12,-,2.03.60,8.6,NA,NA,NA,NA,NA,NA
2,10,SOUTH BREEZE,G241,G Mosse,A Lee,121,1234,5,3/4,2.03.70,6,7,NA,NA,NA,NA,NA
3,6,SIR GALAHAD,G272,S Dye,P O'Sullivan,124,998,7,1-3/4,2.03.90,7.4,NA,NA,NA,NA,NA,NA
4,4,LU YUE,H278,B Prebble,C H Yip,124,1193,9,2,2.03.90,11,6,NA,NA,NA,NA,NA
5,1,SOCRATES,CD33,G Boss,C Fownes,129,1161,11,2-1/4,2.03.90,28,NA,NA,NA,NA,NA,NA
6,12,EYE WITNESS,G027,K L Chui,A S Cruz,112,1065,4,2-3/4,2.04.00,14,10,NA,NA,NA,NA,NA
7,9,MEDICO,H075,D Beadman,J Moore,121,1086,2,3,2.04.10,3.7,5,NA,NA,NA,NA,NA
8,5,MAN IN THE MIRROR,H058,D Whyte,J Size,124,1133,10,3-1/4,2.04.10,7.5,9,NA,NA,NA,NA,NA
9,3,FANTASTIC DANCER,J001,M Nunes,S Woods,124,1103,6,4,2.04.20,99,1,NA,NA,NA,NA,NA
10,11,FASHFIELD,H307,C K Tong,Y O Wong,115,1214,8,4-1/2,2.04.30,99,3,NA,NA,NA,NA,NA
11,8,YANKEE,H271,C Soumillon,C Fownes,122,1151,1,5-1/4,2.04.40,5.9,2,NA,NA,NA,NA,NA
12,2,NORTHERNER,CD29,M W Leung,S Woods,122,990,3,8-1/2,2.04.90,53,8,NA,NA,NA,NA,NA
1,11,CRAIG'S DRAGON,H131,D Beadman,J Moore,118,1206,12,-,1.10.00,3.5,12,NA,NA,NA,NA,NA
2,4,KINGIFLY,G020,G Boss,P F Yiu,125,1138,4,SH,1.10.00,7.5,4,NA,NA,NA,NA,NA
3,9,KING PRAWN SUPREME,J076,D Whyte,J Size,118,1198,13,3/4,1.10.10,10,NA,NA,NA,NA,NA,NA
4,2,GALEN WIN,J065,B Prebble,D J Hall,133,1086,6,1,1.10.10,7.3,6,NA,NA,NA,NA,NA
5,13,BEAUTY PLUS,CC21,M Nunes,K W Lui,116,1024,9,1-1/2,1.10.20,45,NA,NA,NA,NA,NA,NA
6,3,FEVER PITCH,H326,C Soumillon,C Fownes,131,1055,2,1-3/4,1.10.20,4,NA,NA,NA,NA,NA,NA
7,5,COUNTRY MAGIC,H069,K L Chui,A S Cruz,119,1065,5,1-3/4,1.10.30,5.8,3,NA,NA,NA,NA,NA
8,1,MAINLAND SHUTTLE,G315,G Mosse,A Lee,126,1131,8,4-1/4,1.10.70,21,10,NA,NA,NA,NA,NA
9,7,GILDED FLIGHT,H294,F Coetzee,Y O Wong,119,971,11,5-1/4,1.10.80,25,6,NA,NA,NA,NA,NA
10,14,KINGSTON WINNER,CC02,W M Lai,T K Ng,112,1069,10,5-1/4,1.10.80,99,1,NA,NA,NA,NA,NA
11,8,NEW CHAPTER,H314,O Doleuze,P O'Sullivan,120,1153,1,8-1/4,1.11.30,75,5,NA,NA,NA,NA,NA
12,10,BLUE SAINT,J080,H W Lai,L Ho,114,1062,7,18-1/4,1.12.90,99,2,NA,NA,NA,NA,NA
13,6,MIRACLE FORTUNE,H292,C K Tong,Y S Tsui,118,1043,3,24,1.13.80,99,9,NA,NA,NA,NA,NA
WX,,ALWAYS GIGGLE,G086,G Mosse,C W Chang,133,-,---,-,---,---,NA,NA,NA,NA,NA,NA
WV,12,DRAGON AND GOLD,CD24,C W Wong,C H Yip,112,1192,---,---,---,---,NA,NA,NA,NA,NA,NA
1,11,POCKET MONEY,E253,F Coetzee,J Size,116,1035,10,-,1.21.70,8.3,NA,NA,NA,NA,NA,NA
2,2,DOWN TOWN,G054,C W Wong,C H Yip,126,1121,13,N,1.21.80,39,1,NA,NA,NA,NA,NA
3,1,FLORAL PEGASUS,G011,K L Chui,A S Cruz,128,1213,3,1-1/4,1.21.90,4.9,5,NA,NA,NA,NA,NA
4,7,RIVER JORDAN,G194,D Beadman,J Moore,124,1121,7,1-1/2,1.22.00,6.6,9,NA,NA,NA,NA,NA
5,5,SUNNY POWER,G203,C Soumillon,K W Lui,128,1082,1,2-1/4,1.22.10,3.8,3,NA,NA,NA,NA,NA
6,9,DANACOURT,E228,D Whyte,J Moore,122,1016,5,2-1/4,1.22.10,15,4,NA,NA,NA,NA,NA
7,3,JOYFUL WINNER,E045,G Mosse,J Moore,131,1097,9,2-3/4,1.22.10,14,13,NA,NA,NA,NA,NA
8,6,VIVA MACAU,H110,Z Purton,J Moore,126,1165,6,3,1.22.20,82,6,NA,NA,NA,NA,NA
9,10,FLAMING LAMBORGINI,E146,E Saint-Martin,C S Shum,119,1069,12,3-1/2,1.22.30,12,11,NA,NA,NA,NA,NA
10,13,MY CHOICE,CC28,C K Tong,D J Hall,110,1133,11,4-1/4,1.22.40,43,10,NA,NA,NA,NA,NA
11,8,ROYAL PRINCE,H072,B Prebble,A S Cruz,124,1223,2,5-3/4,1.22.60,6.9,NA,NA,NA,NA,NA,NA
12,4,ABLE ONE,G108,S Dye,J Moore,129,1168,8,6-1/4,1.22.70,28,12,NA,NA,NA,NA,NA
13,14,HELENE PILLAGING,CC08,M Nunes,S Woods,114,1210,4,6-3/4,1.22.80,99,NA,NA,NA,NA,NA,NA
14,12,AMBITIOUS GENERAL,J066,W M Lai,D J Hall,113,1128,14,8-1/4,1.23.00,53,14,NA,NA,NA,NA,NA
1,6,CONGRATULATION,H032,F Coetzee,J Size,121,1122,10,-,1.23.30,7.1,NA,NA,NA,NA,NA,NA
2,4,OURAJA,G214,B Prebble,D J Hall,126,1052,8,NOSE,1.23.30,4.2,3,NA,NA,NA,NA,NA
3,2,SINGING DINERS,H063,D Whyte,C S Shum,130,1178,1,HD,1.23.30,2.9,7,NA,NA,NA,NA,NA
4,12,SUPER GENKI,H195,K L Chui,A S Cruz,111,1150,2,1-3/4,1.23.50,17,5,NA,NA,NA,NA,NA
5,10,HAPPY MASTER,E050,D Beadman,K L Man,118,1053,7,1-3/4,1.23.50,21,10,NA,NA,NA,NA,NA
6,11,WELL NOTED,G313,M Nunes,S Woods,117,1177,3,2-3/4,1.23.70,30,11,NA,NA,NA,NA,NA
7,8,SCOOT DA LOOT,H274,O Doleuze,A Schutz,121,964,13,3-1/4,1.23.80,8.9,2,NA,NA,NA,NA,NA
8,13,FUJIAN PRINCE,E006,S K Sit,A T Millard,113,1127,6,3-1/2,1.23.80,99,6,NA,NA,NA,NA,NA
9,7,MUTUAL FRIENDSHIP,G260,K T Yeung,A Lee,114,1043,9,3-1/2,1.23.80,7.1,13,NA,NA,NA,NA,NA
10,1,WISE LOVER,E095,C Soumillon,Y O Wong,133,1141,12,4-1/2,1.24.00,22,12,NA,NA,NA,NA,NA
11,3,SUNBELL,CB39,P H Lo,D Cruz,121,1093,4,5-3/4,1.24.20,99,9,NA,NA,NA,NA,NA
12,5,EVERGREEN,E106,W M Lai,C H Yip,121,1186,11,5-3/4,1.24.20,99,8,NA,NA,NA,NA,NA
13,9,VIVA FIGHTER,G307,C K Tong,C Fownes,115,1132,14,6,1.24.20,22,14,NA,NA,NA,NA,NA
14,14,MAGIC TOUCH,CB39,H W Lai,L Ho,111,1132,5,6-3/4,1.24.30,99,4,NA,NA,NA,NA,NA
1,3,CHEERFUL HAPPINESS,E220,O Doleuze,T W Leung,125,1078,1,-,1.22.40,6.1,7,NA,NA,NA,NA,NA
2,12,MULTI-WIN SPIRIT,G137,D Whyte,K W Lui,116,1220,10,HD,1.22.50,6.3,6,NA,NA,NA,NA,NA
3,5,SILVER WRAITH,E178,C Soumillon,Y S Tsui,123,1018,11,2-1/4,1.22.80,10,NA,NA,NA,NA,NA,NA
4,9,GLOBAL WAY,G158,A Delpech,D E Ferraris,120,1035,2,4-3/4,1.23.20,11,3,NA,NA,NA,NA,NA
5,7,PERFECT ATHLETE,G276,D Beadman,C H Yip,121,1101,5,4-3/4,1.23.20,4.3,3,NA,NA,NA,NA,NA
6,8,CENAMIRA,CD12,S K Sit,Y O Wong,118,1168,6,5-1/4,1.23.30,20,9,NA,NA,NA,NA,NA
7,4,LIGHTNING MOUNT,H082,K L Chui,A S Cruz,119,1081,8,5-1/2,1.23.30,20,10,NA,NA,NA,NA,NA
8,2,GENERAL SPEEDEE,G193,F Coetzee,T K Ng,128,1138,4,5-1/2,1.23.30,6.6,NA,NA,NA,NA,NA,NA
9,6,SUPER,CD03,Y T Cheng,C W Chang,121,1120,7,6-1/4,1.23.40,12,8,NA,NA,NA,NA,NA
10,10,PLEASURE PLEASURE,CD27,S Dye,A Lee,120,1010,9,9,1.23.90,18,2,NA,NA,NA,NA,NA
11,11,UNIVERSAL PIONEER,CB29,C K Tong,C S Shum,112,1134,3,9-1/4,1.23.90,14,1,NA,NA,NA,NA,NA
12,1,TIMBER CITY,CC03,G Mosse,A Schutz,129,1101,12,12-1/4,1.24.40,44,NA,NA,NA,NA,NA,NA
1,7,SPIRIT OF LO PAN,H140,D Whyte,Y S Tsui,122,1108,6,-,1.35.80,2.8,5,NA,NA,NA,NA,NA
2,3,JAMESINA,H290,C Soumillon,D E Ferraris,128,1091,13,+SH,1.35.70,5.7,7,NA,NA,NA,NA,NA
3,12,KING OF SPADES,CC05,W M Lai,T K Ng,114,1044,12,2-3/4,1.36.20,35,NA,NA,NA,NA,NA,NA
4,4,JOYFUL WORLD,CC20,G Mosse,A Lee,128,1063,11,3-1/4,1.36.20,10,4,NA,NA,NA,NA,NA
5,11,KA KA SMART,G042,S K Sit,C W Chang,114,1109,5,3-1/2,1.36.30,19,NA,NA,NA,NA,NA,NA
6,1,BOLD CHAMPION,G127,B Prebble,P F Yiu,133,1037,3,5,1.36.50,4.1,3,NA,NA,NA,NA,NA
7,9,JADE CHINA,G113,O Doleuze,T W Leung,119,1127,7,5-1/2,1.36.60,44,NA,NA,NA,NA,NA,NA
8,2,NOBLE TWINS,H257,E Saint-Martin,T K Ng,131,990,10,6,1.36.70,26,11,NA,NA,NA,NA,NA
9,8,ENERGETIC BOY,H153,A Delpech,A T Millard,119,1035,8,6-1/2,1.36.80,99,8,NA,NA,NA,NA,NA
10,6,CITY SURFER,G129,Y T Cheng,C H Yip,120,1027,9,7-1/4,1.36.90,42,2,NA,NA,NA,NA,NA
11,13,MEGA BULLET,H192,C K Tong,C Fownes,111,1056,2,7-1/2,1.36.90,6.6,9,NA,NA,NA,NA,NA
