place, horse_no, horse_name, horse_id, jockey, trainer, actual_weight, declared_weight, draw, length_behind_winner, finish_time, win_odds, running_position_1, running_position_2, running_position_3, running_position_4, running_position_5, running_position_6
12,10,HELLO GIBRALTAR,H207,H W Lai,Y S Tsui,113,936,4,7-3/4,1.37.00,99,NA,NA,NA,NA,NA,NA
13,5,MAJESTIC HEART,H319,M W Leung,K L Man,122,1063,1,ML,---,39,13,NA,NA,NA,NA,NA
1,3,ABLE PRINCE,CC34,D Beadman,J Moore,121,1112,3,-,0.56.00,15,2,NA,NA,NA,NA,NA
2,4,PLANET RULER,CB35,G Mosse,A Lee,121,1137,5,3/4,0.56.10,21,4,NA,NA,NA,NA,NA
3,6,NATURAL BLITZ,E227,M Nunes,D Cruz,115,1096,8,3/4,0.56.10,8,NA,NA,NA,NA,NA,NA
4,9,COUNTRY MUSIC,CD03,K L Chui,A S Cruz,108,1240,6,1,0.56.20,22,NA,NA,NA,NA,NA,NA
5,2,FRIENDLY GAINS,G300,D Whyte,K L Man,124,1182,7,2-3/4,0.56.50,1.5,3,NA,NA,NA,NA,NA
6,1,SCINTILLATION,CC22,E Saint-Martin,C S Shum,133,1207,4,3,0.56.50,4.4,NA,NA,NA,NA,NA,NA
7,8,SANZIRO,E208,S K Sit,C Fownes,111,1164,2,4-3/4,0.56.80,18,7,NA,NA,NA,NA,NA
WV,5,REGENCY HORSE,E229,F Coetzee,D E Ferraris,121,-,---,---,---,---,NA,NA,NA,NA,NA,NA
WV-A,7,FIFTY FIFTY,CD13,W M Lai,C Fownes,112,1144,---,---,---,---,NA,NA,NA,NA,NA,NA
1,3,SPRING SMILES,G269,D Whyte,P O'Sullivan,132,1011,14,-,1.40.10,6.8,10,NA,NA,NA,NA,NA
2,4,COULDN'T CARE LESS,CD00,S Dye,A Schutz,130,1081,9,1-1/2,1.40.30,6.6,11,NA,NA,NA,NA,NA
3,5,TALE OF FRIENDSHIP,H184,G Mosse,Y S Tsui,130,1077,12,2-1/2,1.40.50,37,12,NA,NA,NA,NA,NA
4,1,REWARDING STAR,G234,D Beadman,J Moore,133,1077,7,2-1/2,1.40.50,10,NA,NA,NA,NA,NA,NA
5,8,DONGGUAN VICTORY,CB38,B Prebble,Y S Tsui,126,1061,1,3-1/4,1.40.60,11,NA,NA,NA,NA,NA,NA
6,2,SUPER BALL,CD06,S K Sit,C W Chang,131,1172,2,3-1/4,1.40.60,25,3,NA,NA,NA,NA,NA
7,6,AS YOU WISH,E290,A Delpech,B K Ng,128,1055,6,3-1/2,1.40.60,6.4,13,NA,NA,NA,NA,NA
8,12,DOUBLE FANTASY,G141,F Coetzee,D E Ferraris,117,1091,11,3-3/4,1.40.70,34,4,NA,NA,NA,NA,NA
9,9,STARFINDER,H074,C Soumillon,K W Lui,126,1043,4,4,1.40.70,20,NA,NA,NA,NA,NA,NA
10,10,BAUHINIA,CD11,O Doleuze,S Woods,125,1068,10,4-1/4,1.40.70,56,7,NA,NA,NA,NA,NA
11,14,STRAIGHT VICTORY,E328,W M Lai,T K Ng,111,1070,13,4-1/2,1.40.80,94,2,NA,NA,NA,NA,NA
12,11,DENDRANTHEMA LOVE,CD07,Y T Cheng,T W Leung,117,1121,8,6,1.41.00,54,NA,NA,NA,NA,NA,NA
13,7,ARISTOCRACY,G070,E Saint-Martin,C S Shum,127,1116,5,7-1/2,1.41.30,6.1,8,NA,NA,NA,NA,NA
14,13,HAPPY ASH,G106,K L Chui,P F Yiu,111,1006,3,9-1/4,1.41.60,4.6,NA,NA,NA,NA,NA,NA
1,3,SEA TREASURE,CD33,D Beadman,J Moore,128,1114,3,-,1.49.30,3.7,10,NA,NA,NA,NA,NA
2,10,PRIDEOFTHEORIENT,H171,D Whyte,S Woods,119,1094,12,1-3/4,1.49.60,5.4,NA,NA,NA,NA,NA,NA
3,13,DRAGON STRIDE,CC37,H W Lai,T K Ng,112,1147,10,3-1/4,1.49.80,22,5,NA,NA,NA,NA,NA
4,12,LAZY BUDDIES,CC20,M W Leung,A Lee,111,1141,11,3-1/2,1.49.90,29,NA,NA,NA,NA,NA,NA
5,6,HAPPY HEROES,CD26,F Coetzee,C W Chang,123,1180,5,4-1/4,1.50.00,5.5,9,NA,NA,NA,NA,NA
6,1,DASH,G236,W M Lai,C H Yip,128,1065,1,6-3/4,1.50.40,6.1,6,NA,NA,NA,NA,NA
7,5,GALLANT KNIGHT,CC18,M Nunes,A T Millard,127,1058,2,7-1/2,1.50.50,9.7,NA,NA,NA,NA,NA,NA
8,9,SHINING DAY,E163,B Prebble,A S Cruz,121,1173,8,7-3/4,1.50.50,14,2,NA,NA,NA,NA,NA
9,7,SUPER IDEAL,CC22,E Saint-Martin,A Schutz,123,1090,4,12,1.51.20,33,11,NA,NA,NA,NA,NA
10,8,FREEBIRD,CC31,S Dye,D Cruz,121,1085,9,16-1/2,1.51.90,14,4,NA,NA,NA,NA,NA
11,11,LUCKY WORLD,J053,Y T Cheng,C H Yip,115,1123,6,33-1/2,1.54.60,71,NA,NA,NA,NA,NA,NA
12,2,EVER KING,E147,K T Yeung,J Moore,121,1015,13,38,1.55.40,21,6,NA,NA,NA,NA,NA
WV-A,4,ALICE TOO,G309,C Soumillon,K W Lui,127,1188,---,---,---,---,NA,NA,NA,NA,NA,NA
1,3,BEING FAMOUS,CD01,G Mosse,A Lee,130,1157,11,-,1.48.80,37,1,NA,NA,NA,NA,NA
2,5,DASHING THUNDER,CD08,Y T Cheng,C H Yip,125,1107,3,N,1.48.90,19,7,NA,NA,NA,NA,NA
3,14,LUCKY MONEY,E159,M W Leung,T W Leung,110,1083,6,1/2,1.48.90,50,2,NA,NA,NA,NA,NA
4,6,FLORAL NIRVANA,H232,K L Chui,A S Cruz,122,1129,10,1-1/2,1.49.00,5.5,3,NA,NA,NA,NA,NA
5,2,ANKH MORPORK,H306,B Prebble,D J Hall,130,1082,4,2-1/2,1.49.20,5.5,9,NA,NA,NA,NA,NA
6,13,WONG'S SUCCESS,E107,H W Lai,K W Lui,112,1090,1,2-3/4,1.49.20,9.1,4,NA,NA,NA,NA,NA
7,9,INDUSTRIAL EXPRESS,H103,D Whyte,J Size,123,1113,12,3-1/2,1.49.40,2.9,5,NA,NA,NA,NA,NA
8,7,COURAGEOUSHEART,CD20,D Beadman,J Moore,125,1139,2,3-1/2,1.49.40,8.9,6,NA,NA,NA,NA,NA
9,11,RIGHT FRAAR,E024,F Coetzee,J Size,118,1068,8,3-3/4,1.49.40,31,NA,NA,NA,NA,NA,NA
10,12,SOUNDS FANTASTIC,H146,M Nunes,A T Millard,116,1061,13,4-1/4,1.49.50,23,8,NA,NA,NA,NA,NA
11,10,NASA PEARL,CC06,K T Yeung,P O'Sullivan,113,1126,9,6-1/2,1.49.80,24,12,NA,NA,NA,NA,NA
12,1,FORTUNE WARRIOR,CD09,E Saint-Martin,T W Leung,132,1066,7,17-1/2,1.51.60,87,13,NA,NA,NA,NA,NA
13,8,SIR LAGO,H268,A Delpech,D E Ferraris,125,1138,5,ML,---,16,10,NA,NA,NA,NA,NA
WV,4,VICTORY TREASURE,E031,S Dye,C Fownes,129,-,---,---,---,---,NA,NA,NA,NA,NA,NA
1,1,WARRIOR,H066,D Whyte,J Size,131,1234,10,-,0.57.20,1.4,4,NA,NA,NA,NA,NA
2,10,MAGIC CHARIOT,H094,F Coetzee,C W Chang,117,1176,6,3/4,0.57.30,20,8,NA,NA,NA,NA,NA
3,4,THUNDER FLASH,G270,E Saint-Martin,D J Hall,125,1105,5,3/4,0.57.30,63,10,NA,NA,NA,NA,NA
4,2,PROFITING CHAMPION,H123,G Mosse,A Lee,129,1144,9,1-1/4,0.57.40,9.2,NA,NA,NA,NA,NA,NA
5,6,SILENT DRAGON,G200,B Prebble,D J Hall,123,1099,1,1-1/2,0.57.40,10,1,NA,NA,NA,NA,NA
6,11,REUNION,E258,M W Leung,D J Hall,111,1164,12,2,0.57.50,12,NA,NA,NA,NA,NA,NA
7,8,SPEED FIGHTER,CD35,H W Lai,P F Yiu,116,1123,4,2-1/2,0.57.60,99,5,NA,NA,NA,NA,NA
8,9,HORSE WIN WIN,J078,A Delpech,Y S Tsui,118,1118,11,2-3/4,0.57.60,65,11,NA,NA,NA,NA,NA
9,5,PLEZAYRE,G116,D Beadman,J Moore,124,1065,2,2-3/4,0.57.60,23,5,NA,NA,NA,NA,NA
10,3,CALIFORNIA LUCK,G215,K L Chui,A S Cruz,123,1244,7,3-1/4,0.57.70,14,NA,NA,NA,NA,NA,NA
11,12,STAY YOUNG,CD10,W M Lai,T W Leung,114,1097,8,5-1/2,0.58.00,99,12,NA,NA,NA,NA,NA
12,7,SURE JOY,E299,Y T Cheng,C H Yip,120,1280,3,5-1/2,0.58.00,29,NA,NA,NA,NA,NA,NA
1,2,SUPER CHARGE,CC29,G Mosse,A Lee,128,1186,13,-,1.22.70,21,5,NA,NA,NA,NA,NA
2,5,PACHINKO,H208,D Whyte,D E Ferraris,126,1163,8,N,1.22.70,4.8,6,NA,NA,NA,NA,NA
3,7,SUPER GOAL MASTER,G220,C Soumillon,C Fownes,126,1104,3,3/4,1.22.80,5.5,NA,NA,NA,NA,NA,NA
4,11,FIRST KNIGHT,CB35,M W Leung,S Woods,113,1201,1,1-1/4,1.22.90,44,13,NA,NA,NA,NA,NA
5,3,LASER TIGER,G251,K L Chui,D J Hall,122,1061,5,1-1/2,1.22.90,6.4,NA,NA,NA,NA,NA,NA
6,1,HAPPY CRUSADER,E080,E Saint-Martin,Y S Tsui,129,1115,2,1-1/2,1.22.90,72,NA,NA,NA,NA,NA,NA
7,6,SAVUTE,E326,H W Lai,L Ho,123,1100,11,2-1/4,1.23.00,7.8,3,NA,NA,NA,NA,NA
8,4,BAJAN BELL,G142,F Coetzee,J Size,126,1163,6,3-1/4,1.23.20,12,NA,NA,NA,NA,NA,NA
9,10,TREASURE COLT,E308,Y T Cheng,C H Yip,121,1180,14,3-1/4,1.23.20,22,NA,NA,NA,NA,NA,NA
10,8,BEJEWELED,H289,O Doleuze,P O'Sullivan,125,1090,4,3-3/4,1.23.30,4.1,8,NA,NA,NA,NA,NA
11,12,GOLDEN OPPORTUNITY,J015,B Prebble,K L Man,119,1051,9,3-3/4,1.23.30,45,12,NA,NA,NA,NA,NA
12,13,JUGGERNAUT,J019,M Nunes,S Woods,115,1200,7,5-1/4,1.23.50,99,10,NA,NA,NA,NA,NA
13,9,ROYAL DOMAIN,H287,K T Yeung,A Schutz,118,1108,12,6-1/4,1.23.60,21,7,NA,NA,NA,NA,NA
14,14,HEART TO HEART,H160,W M Lai,C S Shum,111,1193,10,12-1/4,1.24.60,82,NA,NA,NA,NA,NA,NA
1,5,BOLD WIN,E282,B Prebble,D J Hall,126,1073,8,-,1.35.50,10,NA,NA,NA,NA,NA,NA
2,1,ALL CHANCES,E241,C Soumillon,J Size,131,1103,6,SH,1.35.50,16,NA,NA,NA,NA,NA,NA
3,3,HIGH INTELLIGENT,CD31,A Delpech,A T Millard,129,1142,11,1,1.35.60,37,2,NA,NA,NA,NA,NA
4,12,MARIACHI,H190,D Beadman,P F Yiu,118,1029,13,1-1/2,1.35.70,2.7,11,NA,NA,NA,NA,NA
5,13,MONTE CRISTO,H120,F Coetzee,A Schutz,114,1066,12,2,1.35.80,5.1,7,NA,NA,NA,NA,NA
6,4,EIGHT PLUS NINE,H259,G Mosse,A Lee,128,1111,2,2-1/4,1.35.80,5.9,3,NA,NA,NA,NA,NA
7,10,AMSTERDAM,E140,E Saint-Martin,J Moore,120,1046,5,3-1/4,1.36.00,52,NA,NA,NA,NA,NA,NA
8,9,JUBILOSO,CD38,K L Chui,D J Hall,116,1144,9,3-1/2,1.36.00,32,12,NA,NA,NA,NA,NA
9,6,QUEST FOR LOVE,E242,O Doleuze,D E Ferraris,123,1067,7,3-1/2,1.36.00,83,NA,NA,NA,NA,NA,NA
10,8,FIRST BABY,G170,D Whyte,Y O Wong,121,1025,10,3-3/4,1.36.10,5.6,9,NA,NA,NA,NA,NA
11,2,FAT CHOY FOREVER,CD11,Y T Cheng,C H Yip,127,1221,4,4-3/4,1.36.20,99,1,NA,NA,NA,NA,NA
12,11,THE GOODIES,H097,W M Lai,C Fownes,115,1013,1,5-1/2,1.36.30,99,14,NA,NA,NA,NA,NA
13,7,EQUATOR KID,CC13,S K Sit,Y S Tsui,119,1149,3,8-3/4,1.36.90,33,NA,NA,NA,NA,NA,NA
14,14,GOLDEN BALL,H128,H W Lai,C W Chang,110,1111,14,12-3/4,1.37.50,99,13,NA,NA,NA,NA,NA
1,12,HE CAN TANGO,G288,O Doleuze,P O'Sullivan,119,1170,6,-,1.23.00,19,8,NA,NA,NA,NA,NA
2,11,WEI HAI INVINCIBLE,H258,M Nunes,A T Millard,118,1092,3,3/4,1.23.10,8.1,1,NA,NA,NA,NA,NA
3,3,REGENCY DRAGON,H001,C Soumillon,D E Ferraris,129,1184,13,3/4,1.23.10,8.6,2,NA,NA,NA,NA,NA
4,7,GALLANT LION,G243,S Dye,C Fownes,122,1095,10,1,1.23.10,7.4,13,NA,NA,NA,NA,NA
5,13,SECRET OF KINGS,G102,M W Leung,Y S Tsui,112,1167,2,1-1/2,1.23.20,11,NA,NA,NA,NA,NA,NA
6,14,KINDACROSS,G041,S K Sit,A S Cruz,113,1050,1,2-1/4,1.23.40,31,4,NA,NA,NA,NA,NA
7,4,FULL OF JOY,G293,G Mosse,A Lee,125,1072,11,2-1/2,1.23.40,12,3,NA,NA,NA,NA,NA
8,1,GREAT GUY,H112,K L Chui,A S Cruz,128,1040,7,3-1/4,1.23.50,9,5,NA,NA,NA,NA,NA
9,5,BEAR MACHO,G152,E Saint-Martin,D E Ferraris,123,1101,4,3-1/2,1.23.50,8.3,7,NA,NA,NA,NA,NA
10,6,JIANG JUN,E281,D Whyte,C H Yip,123,1094,14,4-1/4,1.23.60,13,12,NA,NA,NA,NA,NA
11,2,INSPIRATION,G111,D Beadman,J Moore,133,1185,5,4-1/2,1.23.70,6.7,10,NA,NA,NA,NA,NA
12,8,AMPLE GAINS,E021,H W Lai,K L Man,116,1141,8,5-3/4,1.23.90,80,9,NA,NA,NA,NA,NA
13,9,LOTZATOW,CD39,B Prebble,P F Yiu,119,1085,12,5-3/4,1.23.90,12,11,NA,NA,NA,NA,NA
14,10,WIN AGAIN,CD37,Y T Cheng,J Moore,117,1209,9,8-1/4,1.24.30,26,14,NA,NA,NA,NA,NA
1,6,FLORAL JOY II,J030,K L Chui,A S Cruz,121,1209,1,-,0.57.40,3.6,NA,NA,NA,NA,NA,NA
2,13,TREASURE PLANET,G117,W M Lai,P F Yiu,114,1019,10,1-3/4,0.57.70,8.1,NA,NA,NA,NA,NA,NA
3,12,CLASSIC HORSE,CD37,Z Purton,T W Leung,118,1068,13,2,0.57.70,8.3,6,NA,NA,NA,NA,NA
4,11,MAGIC KING,H182,D Beadman,A Schutz,118,1027,11,2-1/4,0.57.80,15,14,NA,NA,NA,NA,NA
5,1,OWNERS LAD,G273,E Saint-Martin,C S Shum,132,1213,7,3-1/4,0.57.90,8.9,11,NA,NA,NA,NA,NA
6,2,JADE DANCER,E170,S K Sit,D J Hall,126,1157,14,4-1/4,0.58.10,39,5,NA,NA,NA,NA,NA
7,10,SUPER CEE JAY,G289,P H Lo,Y S Tsui,116,1123,2,5,0.58.20,39,NA,NA,NA,NA,NA,NA
8,9,PEARL HALO,J023,G Boss,P O'Sullivan,123,1034,12,5-1/2,0.58.30,4.3,13,NA,NA,NA,NA,NA
9,14,EXCELLENT PLASTIC,H263,M W Leung,C H Yip,110,1034,6,7,0.58.50,99,8,NA,NA,NA,NA,NA
10,8,MASTER OF SHAVERS,J026,G Mosse,A Lee,126,1042,4,7,0.58.60,27,NA,NA,NA,NA,NA,NA
11,7,GOLDEN TREASURE,J087,O Doleuze,J Size,126,1053,8,8-3/4,0.58.80,14,2,NA,NA,NA,NA,NA
12,5,ELEPHANT STAR,H323,M Nunes,T K Ng,126,1035,5,12,0.59.30,60,9,NA,NA,NA,NA,NA
13,3,AIPODER IMAGE,J031,H W Lai,L Ho,123,995,9,16-1/4,1.00.00,34,12,NA,NA,NA,NA,NA
14,4,ATTENTIVE RUNNER,H156,D Whyte,K W Lui,126,1210,3,18-1/2,1.00.40,13,NA,NA,NA,NA,NA,NA
1,5,SUPER PEGASUS,H141,D Whyte,D E Ferraris,121,1106,5,-,1.40.30,2.1,2,NA,NA,NA,NA,NA
2,8,THREE CLUBS,G149,M Nunes,J Moore,115,1096,6,1-1/4,1.40.50,3.6,3,NA,NA,NA,NA,NA
3,2,WADADELIGHT,CC34,O Doleuze,T K Ng,127,1038,3,2-1/2,1.40.70,6.9,4,NA,NA,NA,NA,NA
4,1,LUCKY CHAMPION,CD17,H W Lai,Y O Wong,126,1101,8,4,1.41.00,10,7,NA,NA,NA,NA,NA
5,7,KING HESPERUS,E151,G Boss,D E Ferraris,119,1146,7,4-3/4,1.41.10,14,NA,NA,NA,NA,NA,NA
6,3,MAGIC TEMPLE,CC36,A Delpech,S Woods,122,1201,2,6-1/4,1.41.30,8.8,8,NA,NA,NA,NA,NA
7,6,BODACIOUS,CD17,K L Chui,D J Hall,114,1049,4,9,1.41.80,38,NA,NA,NA,NA,NA,NA
8,4,EVERGREEN,E106,W M Lai,C H Yip,119,1188,1,13-1/4,1.42.40,71,6,NA,NA,NA,NA,NA
1,11,ISLAND SUNRISE,E276,K L Chui,A S Cruz,113,1082,13,-,1.22.00,2.5,NA,NA,NA,NA,NA,NA
2,4,ISTIDE,J089,E Saint-Martin,C S Shum,127,953,5,1-1/2,1.22.30,8.3,13,NA,NA,NA,NA,NA
3,10,JUGGERNAUT,J019,M Nunes,S Woods,121,1187,3,2,1.22.30,84,4,NA,NA,NA,NA,NA
4,1,JOLLY WONGCHOY,H076,D Whyte,Y O Wong,133,1126,2,2-1/4,1.22.40,7.2,6,NA,NA,NA,NA,NA
5,5,BOUNCER,J074,G Boss,C Fownes,126,1163,1,4-1/4,1.22.70,3.2,9,NA,NA,NA,NA,NA
6,9,FANTASTIC TIME,H220,Z Purton,B K Ng,122,1026,8,4-1/2,1.22.70,80,11,NA,NA,NA,NA,NA
7,8,TRIUMPHANT ECHO,J006,B Prebble,P O'Sullivan,126,1158,6,5-1/4,1.22.90,15,12,NA,NA,NA,NA,NA
8,3,MY PRIDE,G017,P H Lo,Y S Tsui,123,1136,14,6-1/4,1.23.00,72,NA,NA,NA,NA,NA,NA
9,2,BRILLIANT TREASURE,H045,A Delpech,J Size,130,1202,12,6-3/4,1.23.10,12,7,NA,NA,NA,NA,NA
10,14,ALWAYS ZIETEN,CB09,H W Lai,L Ho,111,1132,11,7-3/4,1.23.30,67,NA,NA,NA,NA,NA,NA
11,6,LITTLE BIG BOY,J012,G Mosse,D E Ferraris,126,1122,4,8-1/4,1.23.30,62,10,NA,NA,NA,NA,NA
12,12,KEEP SMILING,H200,M W Leung,J Moore,112,1180,9,9-1/2,1.23.50,99,NA,NA,NA,NA,NA,NA
13,7,OSCAR PRINCE,J052,O Doleuze,A Schutz,126,1109,10,10-3/4,1.23.70,41,8,NA,NA,NA,NA,NA
14,13,TELECOM PERFECT,H121,W M Lai,K W Lui,114,1111,7,13-3/4,1.24.20,99,5,NA,NA,NA,NA,NA
1,12,SILVER WRAITH,E178,H W Lai,Y S Tsui,119,999,1,-,1.22.60,11,NA,NA,NA,NA,NA,NA
2,13,FILEBO,E214,Z Purton,T W Leung,120,963,5,1-3/4,1.22.90,22,NA,NA,NA,NA,NA,NA
3,11,RAMPANT LION,H068,D Beadman,C Fownes,122,1013,14,2,1.23.00,17,NA,NA,NA,NA,NA,NA
4,8,NAMJONG SKY,H129,E Saint-Martin,D J Hall,125,1152,12,2-1/4,1.23.00,11,12,NA,NA,NA,NA,NA
5,14,UNIVERSAL PIONEER,CB29,W M Lai,C S Shum,112,1134,11,2-1/4,1.23.00,50,7,NA,NA,NA,NA,NA
6,3,ABLE STANDARD,G043,D Whyte,K W Lui,129,1063,3,2-1/4,1.23.00,4,6,NA,NA,NA,NA,NA
7,5,SIMPLY JOY,H052,B Prebble,C W Chang,128,1063,4,2-3/4,1.23.10,6.2,9,NA,NA,NA,NA,NA
8,1,PALIO KING,G073,G Mosse,A Lee,130,1123,8,4,1.23.30,11,10,NA,NA,NA,NA,NA
9,2,WATCHMAN,CB32,K T Yeung,B K Ng,123,1120,7,5-1/4,1.23.50,36,NA,NA,NA,NA,NA,NA
10,6,WITHALLMYHEART,E268,P H Lo,T K Ng,121,1132,9,5-3/4,1.23.50,6.6,3,NA,NA,NA,NA,NA
11,9,MACAROON,G238,O Doleuze,D E Ferraris,124,916,13,6-1/4,1.23.60,40,NA,NA,NA,NA,NA,NA
12,7,SUPER RED,G230,K L Chui,A S Cruz,122,1060,6,6-3/4,1.23.70,23,2,NA,NA,NA,NA,NA
13,10,FAST WINNER,G140,M W Leung,A Schutz,117,1064,2,6-3/4,1.23.70,12,5,NA,NA,NA,NA,NA
PU,4,GLOBE RIVER,CD22,G Boss,P F Yiu,128,1109,10,-,---,11,NA,NA,NA,NA,NA,NA
1,12,BEAUTIFUL CHOICE,H130,A Delpech,Y S Tsui,117,1107,6,-,1.22.50,5.4,3,NA,NA,NA,NA,NA
2,1,DEERFIELD,G038,D Whyte,Y O Wong,131,1134,1,3/4,1.22.60,2.5,4,NA,NA,NA,NA,NA
3,14,KA KA SMART,G042,S K Sit,C W Chang,112,1100,5,3/4,1.22.60,15,NA,NA,NA,NA,NA,NA
4,2,BUCCANEER,H214,E Saint-Martin,A Schutz,128,1033,10,1-1/4,1.22.60,9.2,12,NA,NA,NA,NA,NA
5,11,SHATIN WIN WIN,E284,W M Lai,P F Yiu,118,1065,7,2-1/2,1.22.80,15,NA,NA,NA,NA,NA,NA
6,13,TRIUMPHANT GLORY,CB36,P H Lo,T K Ng,110,1087,2,4-1/4,1.23.10,78,5,NA,NA,NA,NA,NA
7,4,REAL PLEASURE,J021,G Mosse,A Lee,126,1200,9,5-1/4,1.23.30,7.4,7,NA,NA,NA,NA,NA
8,5,MOSHI MOSHI,G255,D Beadman,J Moore,124,1079,3,6-1/4,1.23.40,5.9,NA,NA,NA,NA,NA,NA
9,6,SURE GAIN,J038,M W Leung,C H Yip,119,980,11,6-1/4,1.23.40,99,14,NA,NA,NA,NA,NA
10,3,LOHAN,H279,Z Purton,B K Ng,126,1073,4,6-1/4,1.23.50,99,6,NA,NA,NA,NA,NA
11,7,WINNING AHEAD,J018,M Nunes,A T Millard,124,1092,13,6-1/4,1.23.50,99,13,NA,NA,NA,NA,NA
12,10,HEART TO HEART,H160,H W Lai,C S Shum,117,1191,14,7-1/2,1.23.60,99,NA,NA,NA,NA,NA,NA
13,9,TELECOM SIR,H217,O Doleuze,S Woods,122,1148,8,14,1.24.70,63,NA,NA,NA,NA,NA,NA
14,8,PRIMIATA,G226,B Prebble,K L Man,123,1068,12,21-3/4,1.25.90,32,9,NA,NA,NA,NA,NA
1,7,AMAZING CHOICE,G163,D Whyte,D E Ferraris,121,1033,4,-,2.03.40,7.3,7,NA,NA,NA,NA,NA
2,4,ELEPHANT DANCE,CA39,O Doleuze,T K Ng,123,1126,13,N,2.03.40,26,NA,NA,NA,NA,NA,NA
3,8,HAPPY HEROES,CD26,K L Chui,C W Chang,116,1168,6,2-1/4,2.03.70,18,10,NA,NA,NA,NA,NA
4,11,ROCKALOT,H163,G Boss,P F Yiu,118,971,2,2-1/2,2.03.80,2,11,NA,NA,NA,NA,NA
5,5,SOARING DRAGON,H183,G Mosse,A Schutz,123,1158,8,3,2.03.80,63,7,NA,NA,NA,NA,NA
6,13,BARRACUDA,CB32,H W Lai,A Lee,111,1113,9,3-1/4,2.03.90,17,1,NA,NA,NA,NA,NA
